Q1_LikelihoodToStay,Q2_Age,Q3_Gender,Q4_Education,Q5_JobLevel,Q6_Department,Q7_TenureYears,Q8_SalaryBand,Q9_WeeklyHours,Q10_WorkArrangement,Q11_CommuteMin,Q12_JobSatisfaction,Q13_WorkLifeBalance,Q14_CareerGrowthSat,Q15_ManagerRelationship,Q16_CultureAlignment,Q17_ReasonsLeave,Q18_MotivatorsStay,Q19_TrainingHours,Q20_Recommend,Q21_SwitchFor15Raise,Q22_RetentionInitiatives
2,35,Male,Master’s,Mid,Finance,3.7,120–180k,58,Hybrid,12,3,1,2,1,5,"Manager conflict, Lack of flexibility","Other, Recognition, Purposeful work",12,Yes,Maybe,"Remote option, Wellness programs"
3,34,Male,Other,Lead,IT Support,0.3,180–250k,45,On-site,26,4,1,3,4,3,Benefits,"Other, Team culture",11,Yes,No,"Salary review, Remote option"
4,23,Male,Bachelor’s,Senior,Product,5.1,180–250k,40,On-site,53,3,4,3,5,4,"Low pay, Commute, Manager conflict","Other, Benefits, Competitive pay",47,Yes,No,Remote option
3,32,Female,Bachelor’s,Mid,Engineering,9.7,75–120k,43,Fully Remote,0,4,4,4,2,3,"Other, Benefits, Low pay","Recognition, Other",26,Yes,Yes,"Mentorship, Childcare support"
4,50,Female,Bachelor’s,Entry,Product,4.3,<75k,48,On-site,37,2,5,2,4,3,"Low pay, Limited growth, Lack of flexibility","Manager support, Recognition",3,Yes,Maybe,"Mentorship, Salary review, Wellness programs"
3,42,Female,Master’s,Entry,Engineering,10.2,<75k,39,On-site,22,3,1,5,5,3,"Other, Commute",Other,3,Yes,Yes,"Other, Mentorship, Salary review"
4,36,Male,Master’s,Senior,Engineering,0.7,180–250k,52,Fully Remote,0,3,5,3,4,4,Limited growth,Other,24,Yes,Yes,Mentorship
3,37,Male,Other,Entry,Engineering,4.9,<75k,50,Hybrid,31,5,1,4,4,4,"Benefits, Limited growth, Lack of flexibility","Flexible work, Competitive pay, Recognition",22,Yes,Maybe,Salary review
4,33,Male,Bachelor’s,Entry,IT Support,10.9,<75k,45,On-site,36,4,3,5,5,5,"Benefits, Other","Purposeful work, Other",0,Yes,No,Salary review
3,35,Male,Diploma,Mid,IT Support,1.3,<75k,43,Fully Remote,0,2,4,2,4,3,"Low pay, Limited growth, Workload stress","Growth path, Team culture, Purposeful work",15,Yes,No,"Other, Mentorship"
3,23,Male,Master’s,Lead,Engineering,4.5,180–250k,53,On-site,42,2,4,5,5,4,Benefits,"Team culture, Flexible work, Manager support",27,No,No,"Wellness programs, Salary review, Career roadmap"
3,40,Female,Bachelor’s,Mid,Sales,4.6,75–120k,47,On-site,11,4,4,3,2,3,"Other, Limited growth","Recognition, Benefits",24,No,No,"Remote option, Flexible hours, Childcare support"
3,29,Male,Bachelor’s,Entry,Engineering,14.8,<75k,59,Fully Remote,0,3,2,3,4,4,Low pay,"Manager support, Growth path, Flexible work",26,Yes,Yes,Other
3,45,Male,Bachelor’s,Mid,HR,2.5,120–180k,47,On-site,27,4,3,5,2,2,"Limited growth, Manager conflict","Manager support, Other",11,Yes,Yes,"Remote option, Career roadmap, Childcare support"
4,39,Male,Bachelor’s,Senior,Marketing,3.1,120–180k,41,On-site,106,1,5,5,4,4,Benefits,"Benefits, Flexible work",11,Yes,Yes,"Other, Mentorship"
4,44,Male,Diploma,Entry,Engineering,2.0,120–180k,54,On-site,36,3,2,5,4,2,"Limited growth, Commute, Benefits",Other,0,No,Maybe,"Flexible hours, Wellness programs, Salary review"
3,34,Male,Diploma,Entry,Engineering,5.9,75–120k,39,Fully Remote,0,2,3,3,3,3,"Benefits, Manager conflict, Low pay","Team culture, Manager support, Benefits",24,Yes,Maybe,Career roadmap
3,33,Male,Bachelor’s,Entry,Marketing,23.1,<75k,55,On-site,40,3,2,5,1,5,Manager conflict,"Flexible work, Other, Recognition",3,Yes,No,"Remote option, Wellness programs, Childcare support"
4,30,Male,Master’s,Senior,Finance,4.2,75–120k,48,Fully Remote,0,3,2,4,3,5,"Manager conflict, Limited growth","Benefits, Recognition",13,Yes,No,"Childcare support, Mentorship"
3,27,Male,Diploma,Mid,Engineering,1.1,75–120k,50,On-site,37,3,3,2,4,4,Other,"Team culture, Other, Manager support",15,Yes,Yes,"Childcare support, Remote option, Career roadmap"
5,26,Prefer not to say,Master’s,Mid,Sales,4.7,75–120k,41,Fully Remote,0,4,4,5,5,5,"Manager conflict, Benefits","Benefits, Manager support",8,No,Yes,Remote option
4,36,Female,Bachelor’s,Entry,Finance,2.5,<75k,46,On-site,29,4,4,4,5,3,Workload stress,Benefits,17,No,Yes,"Mentorship, Other, Remote option"
3,35,Non-binary,Master’s,Mid,Other,2.9,75–120k,40,Fully Remote,0,2,4,4,4,3,Workload stress,"Purposeful work, Competitive pay, Growth path",30,Yes,Yes,Remote option
4,35,Female,Master’s,Mid,Sales,8.9,75–120k,44,On-site,36,3,5,3,5,5,"Workload stress, Benefits","Competitive pay, Team culture, Other",13,Yes,Maybe,"Other, Flexible hours"
4,42,Male,Bachelor’s,Senior,Product,2.0,120–180k,48,Fully Remote,0,3,4,4,3,3,"Workload stress, Commute, Limited growth","Benefits, Manager support, Team culture",0,Yes,No,"Remote option, Salary review"
4,47,Female,Diploma,Senior,Sales,0.3,75–120k,50,Fully Remote,0,3,4,2,1,4,"Benefits, Workload stress, Commute",Flexible work,27,Yes,Yes,Flexible hours
3,28,Male,Bachelor’s,Mid,Engineering,5.5,120–180k,42,On-site,44,3,5,4,4,1,Benefits,"Purposeful work, Benefits, Other",14,Yes,Maybe,Other
3,20,Female,Master’s,Entry,Sales,14.0,<75k,63,On-site,15,2,2,5,4,3,"Limited growth, Benefits, Other","Manager support, Recognition",27,Yes,No,"Childcare support, Remote option, Flexible hours"
3,61,Male,Diploma,Mid,Sales,7.1,75–120k,38,Hybrid,132,2,3,4,4,5,Lack of flexibility,"Benefits, Growth path",19,Yes,Yes,"Career roadmap, Childcare support"
3,42,Female,Master’s,Mid,IT Support,3.1,120–180k,35,Hybrid,16,5,1,3,5,3,"Manager conflict, Benefits","Other, Manager support, Growth path",16,Yes,Maybe,"Career roadmap, Other"
5,35,Male,Other,Mid,Engineering,4.4,75–120k,38,Hybrid,40,4,5,5,4,4,"Limited growth, Manager conflict, Culture misfit","Flexible work, Growth path, Manager support",37,No,Yes,"Salary review, Flexible hours, Mentorship"
4,34,Male,Diploma,Senior,Engineering,20.4,>250k,39,Hybrid,29,5,5,3,3,5,"Benefits, Limited growth, Low pay","Recognition, Benefits",24,Yes,Maybe,"Childcare support, Career roadmap"
4,33,Male,Master’s,Lead,Engineering,2.7,75–120k,38,Fully Remote,0,4,4,5,4,5,Workload stress,"Manager support, Other, Competitive pay",20,Yes,Maybe,"Career roadmap, Flexible hours, Salary review"
3,40,Male,Bachelor’s,Entry,Sales,16.3,<75k,42,On-site,28,3,4,4,3,3,"Low pay, Lack of flexibility, Limited growth","Competitive pay, Flexible work, Other",25,No,Yes,"Childcare support, Mentorship"
4,33,Male,Master’s,Mid,Engineering,2.9,120–180k,44,Hybrid,25,4,5,4,4,3,Other,"Other, Benefits",21,No,No,Mentorship
3,29,Male,Master’s,Entry,Engineering,2.5,<75k,76,Fully Remote,0,5,1,2,3,4,"Other, Limited growth","Growth path, Team culture, Flexible work",18,No,Maybe,"Career roadmap, Wellness programs"
3,38,Non-binary,Bachelor’s,Mid,Engineering,2.3,75–120k,43,On-site,16,4,4,1,4,4,"Culture misfit, Other","Competitive pay, Manager support, Other",14,Yes,No,Mentorship
3,26,Male,Bachelor’s,Mid,Marketing,2.2,75–120k,57,On-site,6,2,4,2,4,5,"Commute, Manager conflict, Workload stress",Purposeful work,12,No,Maybe,Remote option
4,31,Female,Bachelor’s,Mid,Engineering,4.4,120–180k,30,On-site,24,5,4,3,2,3,"Manager conflict, Culture misfit, Lack of flexibility",Recognition,21,No,Maybe,Mentorship
1,20,Female,Bachelor’s,Entry,Engineering,8.8,120–180k,51,Hybrid,25,3,1,2,4,2,Limited growth,Manager support,20,No,Maybe,"Salary review, Childcare support, Mentorship"
4,32,Male,Bachelor’s,Senior,Engineering,1.5,180–250k,59,On-site,36,2,3,4,4,3,"Commute, Culture misfit, Limited growth","Team culture, Purposeful work, Growth path",21,Yes,Yes,"Childcare support, Mentorship, Career roadmap"
3,46,Female,Bachelor’s,Lead,Engineering,2.8,>250k,47,Fully Remote,0,2,5,3,2,3,Culture misfit,Other,26,Yes,Maybe,Mentorship
3,24,Male,Bachelor’s,Mid,Product,8.9,120–180k,38,On-site,22,2,3,5,3,2,Other,"Recognition, Team culture",24,Yes,Yes,"Remote option, Mentorship"
4,41,Male,Bachelor’s,Mid,Marketing,5.5,120–180k,41,On-site,12,4,2,4,3,4,"Commute, Culture misfit",Flexible work,7,Yes,No,Career roadmap
3,37,Female,Bachelor’s,Senior,Engineering,10.8,120–180k,48,On-site,54,5,2,3,4,5,"Workload stress, Culture misfit, Benefits",Flexible work,25,Yes,No,"Wellness programs, Childcare support, Mentorship"
4,32,Male,Bachelor’s,Mid,HR,13.0,75–120k,33,On-site,11,5,3,2,4,5,"Workload stress, Low pay, Limited growth","Manager support, Growth path",17,Yes,Yes,"Wellness programs, Career roadmap"
4,35,Male,Other,Senior,Engineering,5.3,75–120k,31,On-site,44,4,5,3,3,2,"Manager conflict, Workload stress","Benefits, Other",18,Yes,Yes,"Other, Salary review, Mentorship"
3,28,Female,Other,Mid,IT Support,1.8,120–180k,42,On-site,9,4,4,5,2,3,"Lack of flexibility, Benefits, Other","Purposeful work, Growth path, Competitive pay",14,Yes,Maybe,"Career roadmap, Wellness programs"
3,34,Female,Master’s,Lead,Finance,4.2,120–180k,54,On-site,25,3,5,3,2,4,"Other, Culture misfit","Flexible work, Other",0,Yes,Yes,Career roadmap
5,31,Male,Bachelor’s,Senior,HR,0.4,180–250k,38,On-site,16,3,5,5,4,4,Limited growth,Manager support,19,Yes,Maybe,"Flexible hours, Salary review"
3,29,Male,Bachelor’s,Senior,Product,6.9,75–120k,45,On-site,17,5,5,2,2,2,"Manager conflict, Other","Team culture, Manager support, Benefits",23,Yes,No,Salary review
3,23,Male,Bachelor’s,Entry,Engineering,8.1,120–180k,33,Hybrid,7,3,2,4,5,4,"Other, Commute","Manager support, Flexible work, Benefits",23,Yes,Yes,"Childcare support, Career roadmap"
3,43,Female,Bachelor’s,Entry,Engineering,1.8,<75k,52,On-site,38,5,3,3,2,4,Limited growth,"Team culture, Benefits",19,Yes,Maybe,Salary review
4,20,Female,Master’s,Entry,Engineering,0.8,<75k,41,Hybrid,38,5,4,3,5,3,"Low pay, Culture misfit, Benefits","Team culture, Competitive pay",13,No,Yes,"Mentorship, Childcare support, Salary review"
2,29,Male,Doctorate,Senior,Product,4.7,<75k,33,On-site,46,4,3,2,3,2,Workload stress,"Purposeful work, Other, Growth path",30,Yes,No,Career roadmap
3,31,Female,Bachelor’s,Mid,Finance,5.0,75–120k,51,Hybrid,25,5,1,4,4,3,Workload stress,Team culture,14,Yes,Yes,"Career roadmap, Wellness programs"
3,42,Male,Master’s,Senior,Other,6.4,120–180k,72,On-site,15,2,3,2,3,4,Workload stress,Team culture,35,No,No,"Salary review, Flexible hours, Other"
4,35,Female,Master’s,Senior,Engineering,0.9,120–180k,43,Fully Remote,0,4,4,5,3,4,"Culture misfit, Lack of flexibility","Competitive pay, Benefits",18,No,Yes,Salary review
3,30,Female,Bachelor’s,Mid,Sales,2.0,75–120k,38,On-site,43,3,2,3,4,4,"Benefits, Low pay",Recognition,20,No,No,Salary review
4,54,Male,Other,Mid,Engineering,1.1,75–120k,52,On-site,23,3,4,4,4,3,Culture misfit,"Team culture, Benefits",27,No,Maybe,"Flexible hours, Remote option, Mentorship"
5,28,Male,Bachelor’s,Mid,IT Support,6.5,75–120k,45,On-site,22,5,5,5,4,4,Limited growth,Purposeful work,27,Yes,No,"Flexible hours, Mentorship"
4,26,Male,Bachelor’s,Entry,Engineering,15.7,<75k,30,On-site,52,4,4,3,4,3,"Workload stress, Lack of flexibility",Recognition,30,Yes,Maybe,"Wellness programs, Childcare support, Other"
3,46,Male,Diploma,Entry,IT Support,1.8,<75k,48,Fully Remote,0,1,3,5,1,3,"Limited growth, Workload stress, Manager conflict",Benefits,21,No,Yes,"Other, Wellness programs"
4,37,Male,Master’s,Lead,Product,2.8,180–250k,46,Hybrid,25,5,2,4,5,3,Culture misfit,"Manager support, Team culture, Other",12,Yes,Yes,Wellness programs
3,37,Male,Bachelor’s,Senior,Engineering,3.2,180–250k,47,Hybrid,41,2,5,2,4,3,"Workload stress, Limited growth, Commute",Manager support,21,Yes,No,"Other, Salary review"
4,31,Female,Master’s,Entry,Other,0.8,<75k,45,On-site,45,3,4,4,3,4,"Lack of flexibility, Manager conflict, Workload stress","Growth path, Purposeful work, Other",30,Yes,Yes,"Remote option, Career roadmap, Other"
3,32,Male,Bachelor’s,Mid,IT Support,8.3,120–180k,44,Fully Remote,0,4,3,4,3,3,"Limited growth, Low pay, Benefits",Flexible work,10,Yes,No,"Mentorship, Salary review"
3,39,Female,Bachelor’s,Mid,Sales,8.5,75–120k,61,On-site,32,2,3,5,5,3,"Commute, Low pay, Workload stress",Growth path,33,No,Yes,"Other, Childcare support, Salary review"
4,34,Female,Bachelor’s,Mid,Product,8.9,<75k,41,On-site,15,4,4,4,5,5,"Lack of flexibility, Low pay","Team culture, Competitive pay, Benefits",20,Yes,No,Flexible hours
4,30,Male,Master’s,Management,IT Support,3.2,75–120k,44,Hybrid,25,4,5,4,3,5,"Manager conflict, Workload stress, Commute","Other, Purposeful work, Benefits",0,Yes,No,"Other, Wellness programs"
3,25,Male,Diploma,Senior,IT Support,5.0,>250k,41,On-site,26,4,2,1,4,3,"Other, Lack of flexibility","Flexible work, Manager support, Other",26,Yes,Yes,"Wellness programs, Mentorship"
3,25,Male,Master’s,Entry,Engineering,2.8,<75k,30,Fully Remote,0,4,1,3,5,3,"Manager conflict, Other, Culture misfit","Team culture, Benefits, Recognition",22,Yes,Maybe,"Salary review, Remote option, Career roadmap"
3,28,Male,Bachelor’s,Mid,Sales,4.0,75–120k,41,On-site,105,4,2,5,2,4,Lack of flexibility,Team culture,33,Yes,Yes,"Remote option, Salary review, Childcare support"
4,20,Female,Diploma,Lead,Finance,2.3,180–250k,30,On-site,33,2,5,1,4,3,Manager conflict,"Team culture, Growth path",4,Yes,Maybe,Flexible hours
5,39,Male,Bachelor’s,Mid,IT Support,1.7,75–120k,35,On-site,21,3,4,4,5,3,"Limited growth, Commute, Low pay","Purposeful work, Growth path, Other",18,No,Maybe,"Childcare support, Mentorship"
3,31,Male,Master’s,Lead,Engineering,0.6,180–250k,34,Hybrid,32,5,5,2,5,4,"Low pay, Benefits, Other","Other, Competitive pay",39,Yes,No,"Mentorship, Flexible hours"
3,20,Male,Bachelor’s,Entry,IT Support,2.7,75–120k,46,On-site,19,2,4,3,4,2,"Other, Limited growth, Culture misfit","Team culture, Purposeful work",7,Yes,No,"Salary review, Career roadmap"
4,48,Male,Diploma,Management,Engineering,5.8,>250k,30,On-site,33,2,5,4,3,2,Workload stress,"Other, Recognition",26,Yes,Maybe,Mentorship
3,24,Female,Other,Entry,Sales,2.2,<75k,50,On-site,23,4,3,2,2,4,"Limited growth, Other, Lack of flexibility","Purposeful work, Benefits",26,Yes,Maybe,"Salary review, Childcare support, Remote option"
2,26,Male,Bachelor’s,Mid,Marketing,2.7,75–120k,30,On-site,28,3,3,2,4,2,"Workload stress, Culture misfit, Low pay",Recognition,22,Yes,Yes,"Flexible hours, Salary review, Wellness programs"
3,43,Female,Bachelor’s,Mid,Marketing,4.0,75–120k,36,Hybrid,12,3,3,4,3,5,"Low pay, Lack of flexibility","Growth path, Team culture, Recognition",36,Yes,Maybe,"Mentorship, Flexible hours, Career roadmap"
3,21,Female,Master’s,Senior,Engineering,3.8,120–180k,53,Hybrid,6,2,3,4,3,4,Low pay,"Other, Competitive pay",13,Yes,Maybe,Career roadmap
3,37,Female,Bachelor’s,Mid,Engineering,8.0,<75k,83,Fully Remote,0,3,3,4,5,2,"Commute, Lack of flexibility, Benefits",Competitive pay,21,No,No,"Mentorship, Other"
3,20,Female,Doctorate,Senior,Other,1.6,75–120k,54,On-site,34,3,4,2,3,4,"Other, Limited growth, Culture misfit",Other,36,Yes,Maybe,"Salary review, Other, Flexible hours"
3,44,Male,Bachelor’s,Mid,Engineering,12.2,75–120k,54,Hybrid,30,4,3,3,3,2,Lack of flexibility,"Benefits, Other, Manager support",21,No,No,"Career roadmap, Childcare support, Salary review"
4,28,Female,Master’s,Lead,Product,6.7,180–250k,38,On-site,55,4,4,5,4,4,Other,"Recognition, Flexible work",23,Yes,Maybe,Flexible hours
4,33,Male,Bachelor’s,Senior,Engineering,2.6,120–180k,48,Hybrid,32,4,3,1,2,4,"Manager conflict, Benefits, Limited growth","Flexible work, Purposeful work, Other",11,Yes,Maybe,"Remote option, Flexible hours, Wellness programs"
3,27,Male,Master’s,Senior,IT Support,3.8,>250k,37,Hybrid,36,5,3,4,2,4,"Other, Workload stress","Flexible work, Other",8,Yes,Yes,"Flexible hours, Other, Remote option"
5,22,Male,Bachelor’s,Senior,Other,2.2,180–250k,35,Hybrid,32,4,4,5,3,5,"Benefits, Commute","Team culture, Flexible work",19,Yes,Maybe,Salary review
4,31,Male,Bachelor’s,Entry,Engineering,4.0,<75k,31,On-site,24,4,4,3,3,4,Manager conflict,Competitive pay,28,Yes,Maybe,"Remote option, Career roadmap"
5,31,Female,Diploma,Senior,HR,14.1,120–180k,51,Hybrid,13,5,3,4,4,5,"Culture misfit, Other",Flexible work,37,Yes,Maybe,Career roadmap
4,34,Female,Bachelor’s,Entry,HR,6.3,<75k,51,On-site,24,5,3,4,5,4,Limited growth,Manager support,37,Yes,Yes,"Other, Flexible hours"
4,39,Male,Diploma,Entry,Sales,9.1,<75k,34,On-site,22,2,5,3,5,3,"Lack of flexibility, Benefits, Commute","Other, Competitive pay, Team culture",20,Yes,No,Mentorship
3,32,Female,Bachelor’s,Mid,Engineering,1.6,120–180k,46,Fully Remote,0,3,4,2,4,2,"Benefits, Low pay, Limited growth","Manager support, Purposeful work",12,No,Maybe,"Other, Flexible hours"
5,20,Male,Bachelor’s,Senior,Engineering,1.5,75–120k,48,On-site,39,3,5,5,2,4,Culture misfit,"Manager support, Growth path, Benefits",11,Yes,Yes,"Remote option, Mentorship, Childcare support"
3,27,Female,Bachelor’s,Mid,Product,4.7,120–180k,40,On-site,15,1,3,5,5,4,Culture misfit,Team culture,7,Yes,Maybe,"Remote option, Wellness programs, Childcare support"
3,32,Female,Diploma,Mid,Sales,2.7,120–180k,33,On-site,20,1,2,5,3,2,"Benefits, Workload stress, Manager conflict","Purposeful work, Competitive pay, Other",11,Yes,Yes,"Remote option, Flexible hours, Childcare support"
4,37,Male,Diploma,Mid,Engineering,3.2,75–120k,37,On-site,6,3,3,4,4,5,"Commute, Workload stress",Flexible work,28,Yes,No,"Salary review, Mentorship"
4,20,Male,Bachelor’s,Mid,Engineering,15.5,75–120k,37,Fully Remote,0,4,3,2,4,5,"Culture misfit, Manager conflict, Limited growth","Manager support, Other, Recognition",31,Yes,Maybe,Mentorship
2,42,Female,Bachelor’s,Mid,Product,1.3,75–120k,42,On-site,25,2,1,4,3,5,Low pay,Flexible work,14,Yes,Maybe,Salary review
3,34,Male,Master’s,Mid,Marketing,7.5,<75k,62,Fully Remote,0,2,4,3,3,3,Low pay,Purposeful work,1,Yes,Maybe,"Remote option, Mentorship"
4,24,Female,Bachelor’s,Mid,Finance,3.4,120–180k,60,Hybrid,21,5,1,5,2,4,"Lack of flexibility, Benefits",Purposeful work,11,Yes,Maybe,"Remote option, Salary review"
3,33,Male,Bachelor’s,Entry,Engineering,6.6,<75k,36,On-site,45,2,2,5,3,5,"Manager conflict, Low pay, Culture misfit","Other, Growth path, Recognition",29,Yes,No,"Career roadmap, Mentorship, Other"
3,37,Female,Master’s,Mid,Engineering,2.2,75–120k,42,On-site,5,4,5,2,3,2,Culture misfit,"Manager support, Other, Purposeful work",15,Yes,Maybe,"Career roadmap, Flexible hours, Salary review"
3,35,Male,Other,Entry,Marketing,13.9,<75k,47,On-site,25,2,4,4,1,3,Benefits,"Competitive pay, Benefits",27,No,Yes,Salary review
4,32,Prefer not to say,Bachelor’s,Entry,IT Support,1.1,75–120k,45,Hybrid,18,3,4,3,3,4,"Other, Lack of flexibility",Growth path,26,Yes,No,"Salary review, Childcare support, Flexible hours"
4,32,Female,Master’s,Mid,Engineering,1.9,75–120k,42,On-site,41,2,5,4,3,4,"Low pay, Workload stress","Flexible work, Manager support",31,Yes,Yes,"Other, Childcare support"
4,34,Female,Bachelor’s,Senior,Engineering,8.1,120–180k,50,On-site,29,5,5,3,3,3,"Lack of flexibility, Low pay, Limited growth","Benefits, Other, Competitive pay",29,Yes,No,Wellness programs
4,21,Female,Bachelor’s,Senior,Engineering,4.2,120–180k,43,Fully Remote,0,3,5,5,3,1,"Benefits, Workload stress, Commute",Team culture,15,Yes,Yes,Career roadmap
3,32,Non-binary,Master’s,Senior,Product,3.2,75–120k,67,Hybrid,17,3,4,2,5,1,"Manager conflict, Commute",Growth path,0,Yes,Maybe,Flexible hours
3,20,Male,Master’s,Senior,Finance,13.0,120–180k,30,On-site,44,3,2,3,2,4,Lack of flexibility,"Other, Team culture",23,Yes,Maybe,Remote option
4,32,Male,Other,Mid,IT Support,8.1,<75k,61,Fully Remote,0,5,2,1,5,4,"Limited growth, Low pay, Workload stress",Growth path,5,No,Yes,Career roadmap
3,33,Female,Bachelor’s,Mid,Other,1.4,120–180k,58,On-site,31,3,3,2,4,3,Manager conflict,"Team culture, Benefits",7,Yes,Yes,"Remote option, Flexible hours"
3,38,Female,Bachelor’s,Management,Product,2.5,>250k,46,Hybrid,22,4,4,3,5,1,Other,"Other, Benefits",16,No,Yes,"Mentorship, Flexible hours"
3,38,Male,Bachelor’s,Senior,Engineering,5.7,120–180k,38,Hybrid,22,3,3,2,4,3,Low pay,"Competitive pay, Growth path",0,Yes,Yes,"Remote option, Wellness programs"
4,38,Male,Bachelor’s,Senior,Engineering,6.6,75–120k,37,On-site,24,5,4,3,5,3,"Lack of flexibility, Commute, Workload stress",Other,14,No,Yes,"Remote option, Salary review"
2,24,Male,Master’s,Mid,Sales,6.0,120–180k,43,On-site,19,2,4,1,4,3,"Culture misfit, Other, Limited growth",Flexible work,15,Yes,Maybe,"Childcare support, Flexible hours"
4,38,Male,Master’s,Lead,Engineering,6.2,120–180k,30,Hybrid,12,4,4,4,2,4,"Culture misfit, Low pay",Manager support,21,Yes,Maybe,Career roadmap
3,43,Male,Master’s,Senior,Engineering,0.5,75–120k,37,Hybrid,42,3,5,4,4,2,"Limited growth, Lack of flexibility, Commute","Growth path, Team culture, Manager support",17,Yes,Yes,Mentorship
3,45,Female,Master’s,Mid,Engineering,4.1,120–180k,39,Hybrid,7,1,3,5,5,3,"Benefits, Other, Commute","Other, Recognition",5,Yes,Maybe,"Other, Salary review, Career roadmap"
3,43,Male,Diploma,Mid,Other,2.5,120–180k,46,Fully Remote,0,4,4,1,5,4,"Workload stress, Commute","Growth path, Other",28,Yes,Yes,"Wellness programs, Mentorship"
3,29,Male,Bachelor’s,Mid,Engineering,1.4,120–180k,32,Fully Remote,0,4,5,4,2,4,Low pay,Flexible work,11,Yes,Yes,"Other, Flexible hours, Childcare support"
4,33,Female,Bachelor’s,Lead,IT Support,11.4,>250k,43,On-site,27,5,4,4,4,5,"Benefits, Lack of flexibility",Competitive pay,34,Yes,Maybe,Career roadmap
3,23,Non-binary,Master’s,Senior,Engineering,14.7,<75k,41,Fully Remote,0,4,2,3,3,4,Other,"Growth path, Team culture",17,Yes,Yes,"Childcare support, Wellness programs, Remote option"
2,42,Female,Bachelor’s,Senior,Marketing,0.1,75–120k,30,Hybrid,15,4,3,2,3,4,Culture misfit,Recognition,25,No,Yes,"Childcare support, Flexible hours"
4,41,Male,Bachelor’s,Management,Engineering,5.1,120–180k,38,Fully Remote,0,4,4,4,4,3,Limited growth,"Competitive pay, Flexible work, Benefits",22,Yes,No,Flexible hours
3,38,Female,Bachelor’s,Mid,Sales,3.9,75–120k,32,Fully Remote,0,3,4,2,1,4,"Benefits, Workload stress, Manager conflict","Purposeful work, Manager support, Recognition",35,Yes,Yes,"Salary review, Career roadmap, Mentorship"
4,21,Male,Diploma,Entry,Engineering,5.2,180–250k,38,On-site,25,4,2,5,5,3,"Lack of flexibility, Low pay, Culture misfit","Manager support, Benefits, Competitive pay",16,No,Maybe,Remote option
4,21,Male,Master’s,Mid,Engineering,2.2,75–120k,50,On-site,43,4,3,5,2,4,"Culture misfit, Limited growth","Growth path, Recognition, Manager support",24,Yes,Yes,"Flexible hours, Wellness programs, Childcare support"
3,40,Prefer not to say,Bachelor’s,Mid,Sales,2.1,<75k,39,On-site,18,2,5,4,2,4,"Low pay, Culture misfit, Manager conflict","Manager support, Benefits, Recognition",23,No,Yes,"Career roadmap, Flexible hours"
4,35,Female,Master’s,Senior,Engineering,3.4,75–120k,48,On-site,24,4,5,2,5,5,"Commute, Low pay, Lack of flexibility","Flexible work, Competitive pay",7,Yes,Yes,"Salary review, Remote option, Mentorship"
4,20,Male,Other,Entry,HR,1.9,<75k,43,On-site,35,4,4,4,3,3,Commute,"Team culture, Competitive pay",31,Yes,Maybe,"Remote option, Wellness programs, Mentorship"
4,24,Male,Bachelor’s,Entry,Product,2.9,75–120k,50,On-site,32,4,4,4,3,2,Other,Benefits,19,No,No,"Remote option, Childcare support, Mentorship"
4,47,Female,Master’s,Mid,Sales,6.9,75–120k,38,Fully Remote,0,2,4,3,3,4,"Culture misfit, Workload stress, Limited growth","Benefits, Competitive pay, Other",17,No,Yes,Remote option
3,37,Female,Bachelor’s,Lead,Marketing,3.5,>250k,53,Fully Remote,0,3,3,3,3,3,"Manager conflict, Benefits, Lack of flexibility","Purposeful work, Manager support, Flexible work",26,No,Yes,Career roadmap
4,26,Male,Diploma,Mid,HR,5.5,75–120k,30,Fully Remote,0,4,4,4,5,1,"Low pay, Limited growth, Commute","Benefits, Purposeful work, Team culture",0,No,Maybe,"Career roadmap, Remote option"
4,37,Male,Bachelor’s,Mid,Sales,1.5,120–180k,59,On-site,5,4,2,4,5,3,"Manager conflict, Other, Commute","Flexible work, Benefits",8,Yes,No,Salary review
4,34,Male,Bachelor’s,Mid,IT Support,7.5,75–120k,35,On-site,10,5,5,4,4,4,"Commute, Other, Limited growth",Competitive pay,13,Yes,No,"Mentorship, Career roadmap, Wellness programs"
2,29,Male,Bachelor’s,Mid,Product,4.5,<75k,41,On-site,35,3,3,4,3,2,"Workload stress, Limited growth","Flexible work, Team culture, Other",5,No,No,"Other, Remote option, Mentorship"
2,22,Male,Bachelor’s,Mid,Sales,1.6,120–180k,49,Fully Remote,0,2,4,3,2,3,"Workload stress, Limited growth","Competitive pay, Purposeful work",24,No,Maybe,"Career roadmap, Flexible hours"
5,30,Female,Bachelor’s,Mid,Engineering,5.2,75–120k,42,Hybrid,14,3,1,4,4,5,Culture misfit,Flexible work,12,Yes,Maybe,"Flexible hours, Mentorship, Wellness programs"
5,25,Male,Bachelor’s,Senior,Sales,1.8,180–250k,40,Hybrid,40,3,5,5,4,4,"Low pay, Culture misfit",Competitive pay,19,Yes,Yes,"Remote option, Wellness programs"
4,27,Male,Master’s,Senior,Product,6.3,120–180k,86,Hybrid,23,3,2,3,5,3,"Limited growth, Manager conflict",Purposeful work,36,No,Maybe,"Flexible hours, Career roadmap"
3,28,Male,Bachelor’s,Entry,Engineering,3.4,<75k,35,On-site,35,2,5,5,3,3,Limited growth,"Other, Benefits",19,Yes,Yes,"Mentorship, Flexible hours"
